qid	competition	timestamp	section	number	original_question	original_answer	original_additional_info
ABC01-02-0217	abc ～the first～	2003/03/30	通常問題	217	足の裏にある体の臓器を活性化させるツボを刺激する健康法のことを、「反射」と「学問」を合わせた言葉で何というでしょう？	リフレクソロジー	
ABC01-02-0218	abc ～the first～	2003/03/30	通常問題	218	１９８９年、山陽相互銀行が普通銀行への転換にあたりユニークな名称に変更しましたが、その名称は何銀行でしょう？	トマト銀行	
ABC01-02-0219	abc ～the first～	2003/03/30	通常問題	219	県の鳥はキジ、県の花はモモである、桃太郎ゆかりの県といえば何県でしょう？	岡山県	
ABC01-02-0220	abc ～the first～	2003/03/30	通常問題	220	ドイツでは「ルドルフの数」と呼ばれ、日本ではギリシャ文字のπで表される数といえば何でしょう？	円周率	
ABC01-02-0221	abc ～the first～	2003/03/30	通常問題	221	カンフーを発展させた武術「ジークンドー」の創始者である、『燃えよドラゴン』シリーズで有名なアクションスターは誰でしょう？	ブルース＝リー	
ABC01-02-0222	abc ～the first～	2003/03/30	通常問題	222	中押(ちゅうお)し勝ちといえば、どんなゲームの勝負の決まり方を表す言葉でしょう？	囲碁	
ABC01-02-0223	abc ～the first～	2003/03/30	通常問題	223	アンデルセンの「人魚姫」で、人魚姫が足をもらうために失ったものは何でしょう？	声	
ABC01-02-0224	abc ～the first～	2003/03/30	通常問題	224	鼻は象、目はサイ、しっぽは牛、体は熊に似ているという伝説上の動物で、俗に悪い夢を食べると言われているのは何でしょう？	バク	
ABC01-02-0225	abc ～the first～	2003/03/30	通常問題	225	京都の広隆寺にある、日本で初めて国宝に指定された仏像といえば何でしょう？	弥勒菩薩像	
ABC01-02-0226	abc ～the first～	2003/03/30	通常問題	226	毎年３月頃、日本の労働組合が歩調をそろえて実施する労働闘争のことを一般に何というでしょう？	春闘	
ABC01-02-0227	abc ～the first～	2003/03/30	通常問題	227	南極とフェゴ島の間にある、スペインの海賊の名前のついた海峡は何でしょう？	ドレーク海峡	
ABC01-02-0228	abc ～the first～	2003/03/30	通常問題	228	数多くある木星の衛星の中で、1610年にガリレオが発見した第１衛星は何でしょう？	イオ	
ABC01-02-0229	abc ～the first～	2003/03/30	通常問題	229	ラテン語で「別のところに」という意味がある、事件などの時に、現場に不在していたことを証明することを何というでしょう？	アリバイ	
ABC01-02-0230	abc ～the first～	2003/03/30	通常問題	230	きのこの特徴をいった言葉で、「においマツタケ」とくれば「味は何」と続くでしょう？	シメジ	
ABC01-02-0231	abc ～the first～	2003/03/30	通常問題	231	インダス文明の遺跡「ハラッパー」「モヘンジョ・ダロ」といえば、ともにどこの国にあるでしょう？	パキスタン	
ABC01-02-0232	abc ～the first～	2003/03/30	通常問題	232	バドミントンで使われる、コルクに羽をつけた球のことを何というでしょう?	シャトルコック	
ABC01-02-0233	abc ～the first～	2003/03/30	通常問題	233	「長十郎」といえば梨の品種ですが、「利平」はどんな秋の味覚の品種でしょう？	栗	
ABC01-02-0234	abc ～the first～	2003/03/30	通常問題	234	物事に感動したり共鳴したりすることを、ある楽器にたとえて「何に触れる」というでしょう？	琴線	
ABC01-02-0235	abc ～the first～	2003/03/30	通常問題	235	豊臣秀吉が造営した聚楽第(ｼﾞｭﾗｸﾀﾞｲ)の一部を移築したものである、京都の西本願寺にある国宝の建物といえば何でしょう？	飛雲閣	
ABC01-02-0236	abc ～the first～	2003/03/30	通常問題	236	愛称をチータという、『いっぽんどっこの唄』『三百六十五歩のマーチ』などのヒット曲で知られる歌手は誰でしょう？	水前寺清子	
ABC01-02-0237	abc ～the first～	2003/03/30	通常問題	237	客が出した３つの題を使い、即興で話を作る落語の形式の一つは何でしょう？	三題噺（ばなし）	
ABC01-02-0238	abc ～the first～	2003/03/30	通常問題	238	郵便局で内容証明郵便を出す場合、同じ内容の書面を何通用意しなければならないでしょう？	３通	
ABC01-02-0239	abc ～the first～	2003/03/30	通常問題	239	清少納言が「枕草子」の中で「遠くて近い」と書いているのは、「極楽」「舟の道」と何でしょう？	男女の仲	
ABC01-02-0240	abc ～the first～	2003/03/30	通常問題	240	バスケットボールの試合はジャンプボールで始まりますが、ハンドボールの試合は何で始まるでしょう？	スローオフ	
ABC01-02-0241	abc ～the first～	2003/03/30	通常問題	241	『地獄門』や『カレーの市民』、そして『考える人』などの作品で知られるフランスの彫刻家は誰でしょう？	オーギュスト・ロダン	
ABC01-02-0242	abc ～the first～	2003/03/30	通常問題	242	考え方が180度変わることを、ある天文学者の名前を使って「何的転回」というでしょう？	コペルニクス的転回	
ABC01-02-0243	abc ～the first～	2003/03/30	通常問題	243	その名前の割には全長が約６６ｋｍしかない、千葉県にある日本有数の砂浜は何でしょう？	九十九里浜	
ABC01-02-0244	abc ～the first～	2003/03/30	通常問題	244	魚の良い漁場となる、異なる二つの潮流、とくに暖流と寒流の接する海面に現れる帯状の筋を何というでしょう？	潮目(しおめ､しおのめ)	
ABC01-02-0245	abc ～the first～	2003/03/30	通常問題	245	江戸時代の奉行所で、罪人がお裁きを受けた法廷のことを、砂利が敷きつめられていたことから何と呼んだでしょう？	白州	
ABC01-02-0246	abc ～the first～	2003/03/30	通常問題	246	乗り物の加速に使うもので、車はアクセルですが、電車なら何でしょう？	マスコン	
ABC01-02-0247	abc ～the first～	2003/03/30	通常問題	247	我が国の都を奈良の平城京へ移したのは元明天皇ですが、京都の平安京へ移したのは何天皇でしょう？	桓武天皇	
ABC01-02-0248	abc ～the first～	2003/03/30	通常問題	248	テニス、卓球、バドミントンのうち、ダブルスのとき必ず交互に打たなければならないのはどれでしょう？	卓球	
ABC01-02-0249	abc ～the first～	2003/03/30	通常問題	249	遺伝子が異なる細胞から成る一体の生物個体のことを、ギリシャ神話の怪物にちなんで何というでしょう？	キマイラ（キメラ）	
ABC01-02-0250	abc ～the first～	2003/03/30	通常問題	250	1689年にロシアと清の間に結ばれた条約のことをその締結地から何というでしょう？	ネルチンスク条約	
ABC01-02-0251	abc ～the first～	2003/03/30	通常問題	251	ヨーロッパの国で、ベネルクス三国と呼ばれるのは、ベルギー、オランダとどこの国でしょう？	ルクセンブルク	
ABC01-02-0252	abc ～the first～	2003/03/30	通常問題	252	天気予報の「ときどき雨」と「一時雨」のうち、降っている時間がより長いのはどちらでしょう？	ときどき雨	
ABC01-02-0253	abc ～the first～	2003/03/30	通常問題	253	クツワムシの語源であるクツワは、一般的にどんな動物に噛ませる器具のことでしょう？	馬	
ABC01-02-0254	abc ～the first～	2003/03/30	通常問題	254	鎌倉の鶴岡(つるがおか)八幡宮のものがよく知られている、馬を走らせながら鏑矢で的を射る伝統行事を何というでしょう？	流鏑馬（やぶさめ）	
ABC01-02-0255	abc ～the first～	2003/03/30	通常問題	255	中国の貧しい農民、王竜（ワン・ルン）を主人公とした、原題を『The Good Earth』というパール・バックの代表作は何でしょう？	『大地』	
ABC01-02-0256	abc ～the first～	2003/03/30	通常問題	256	デキシーランドジャズ発祥の地といわれる、アメリカ・ルイジアナ州の都市はどこでしょう？	ニューオリンズ	
ABC01-02-0257	abc ～the first～	2003/03/30	通常問題	257	ファッションブランドの一つ、ハンティングワールドのロゴにデザインされている動物は何でしょう？	象	
ABC01-02-0258	abc ～the first～	2003/03/30	通常問題	258	特定の産品の輸入量が急増する際に、国内産業保護のために一時的に関税を引き上げる措置を何というでしょう？	セーフガード	
ABC01-02-0259	abc ～the first～	2003/03/30	通常問題	259	パナマを首都とする国はパナマですが、マナマを首都とする国はどこでしょう？	バーレーン	
ABC01-02-0260	abc ～the first～	2003/03/30	通常問題	260	明け方の空にかかる虹は、東西南北どちらの方角にかかるでしょう？	西	
ABC01-02-0261	abc ～the first～	2003/03/30	通常問題	261	俗に「鵜のまねをする烏」といいますが、この続きでこの烏は「どうなる」といわれるでしょう？	溺れる	
ABC01-02-0262	abc ～the first～	2003/03/30	通常問題	262	味噌、豆腐、納豆といえば原材料は何でしょう？	大豆	
ABC01-02-0263	abc ～the first～	2003/03/30	通常問題	263	現在は平成という元号が使われていますが、６４５年に、日本で最初の元号として定められた元号は何でしょう？	大化	
ABC01-02-0264	abc ～the first～	2003/03/30	通常問題	264	従来の吉田静子の記録を塗り替え、史上最年少で卓球世界選手権の日本代表メンバーに選ばれた選手は誰でしょう？	福原愛	
ABC01-02-0265	abc ～the first～	2003/03/30	通常問題	265	臓器移植において、臓器を提供する人のことをドナーといいますが、提供される人のことを何というでしょう？	レシピエント	
ABC01-02-0266	abc ～the first～	2003/03/30	通常問題	266	男の人魚のことをマーマンといいますが、女の人魚のことを何というでしょう？	マーメイド	
ABC01-02-0267	abc ～the first～	2003/03/30	通常問題	267	未熟な柚子の皮と唐辛子をすりおろして塩を加えて熟成させた、福岡県名産の香辛料といえば何でしょう？	ゆずこしょう	
ABC01-02-0268	abc ～the first～	2003/03/30	通常問題	268	「翼よ、あれがパリの灯だ」の名文句を残した、1927年史上初めて単独で大西洋無着陸横断飛行を成功させたアメリカの飛行家は誰でしょう？	チャールズ・リンドバーグ	
ABC01-02-0269	abc ～the first～	2003/03/30	通常問題	269	ギタリストのジミ・ヘンドリックスがアメリカ国歌を演奏したエピソードも有名な、1969年８月に行われた歴史的音楽フェスティバルは何でしょう？	ウッドストック・フェスティバル	
ABC01-02-0270	abc ～the first～	2003/03/30	通常問題	270	歌舞伎俳優や落語家が、自分の父や師匠の名前を継承することを何というでしょう？	襲名	
ABC01-02-0271	abc ～the first～	2003/03/30	通常問題	271	市町村長選挙の選挙権は２０歳からですが、被選挙権は何歳から与えられるでしょう？	２５歳	
ABC01-02-0272	abc ～the first～	2003/03/30	通常問題	272	「やわ肌のあつき血汐にふれも見で、さびしからずや道を説く君」と詠んだ、明治の女流歌人は誰でしょう？	与謝野晶子	
ABC01-02-0273	abc ～the first～	2003/03/30	通常問題	273	各国のプロサッカーリーグの最高峰で、日本は「Ｊ１」、イタリアは「セリエＡ」ですが、イングランドのリーグは何というでしょう？	プレミアリーグ	
ABC01-02-0274	abc ～the first～	2003/03/30	通常問題	274	全天８８星座のうち、最も面積が広い星座は何座でしょう？	うみへび座	
ABC01-02-0275	abc ～the first～	2003/03/30	通常問題	275	証券取引における仕事始めを「大発会」というのに対し、仕事納めのことを何というでしょう？	大納会	
ABC01-02-0276	abc ～the first～	2003/03/30	通常問題	276	アメリカのメリーランド州にある、大統領専用の別荘のことを何というでしょう？	キャンプデービッド	
ABC01-02-0277	abc ～the first～	2003/03/30	通常問題	277	約１．８リットルを１とする、お酒などをはかるときに用いる単位は何でしょう？	（一）升	
ABC01-02-0278	abc ～the first～	2003/03/30	通常問題	278	英語で、すみれはバイオレットといいますが、三色すみれは何というでしょう？	パンジー	
ABC01-02-0279	abc ～the first～	2003/03/30	通常問題	279	懐石料理で､ 口直しのために出される吸い物を特に何というでしょう？	箸洗い	
ABC01-02-0280	abc ～the first～	2003/03/30	通常問題	280	競走馬の種付けを行うとき、繁殖牝馬の発情の促進や検査を行うために用いる牡馬（ぼば・おすうま）のことを何というでしょう？	あて馬	
ABC01-02-0281	abc ～the first～	2003/03/30	通常問題	281	筋肉ではエネルギー供給、肝臓ではエネルギー貯蔵に重要な役割を果たす、「糖原質」ともいう多糖類の一種は何でしょう？	グリコーゲン	
ABC01-02-0282	abc ～the first～	2003/03/30	通常問題	282	天ぷらそばは一杯、二杯と数えますが、ざるそばは何と数えるでしょう？	一枚、二枚	
ABC01-02-0283	abc ～the first～	2003/03/30	通常問題	283	南米大陸で赤道が通っている３つの国とは、ブラジル、コロンビアとどこでしょう？	エクアドル	
ABC01-02-0284	abc ～the first～	2003/03/30	通常問題	284	童謡『赤とんぼ』で、ねえやが嫁に行ったのはいくつのときだったでしょう？	15	
ABC01-02-0285	abc ～the first～	2003/03/30	通常問題	285	日本の劇場で、特に能や狂言を専門に執り行う劇場のことを何というでしょう？	能楽堂	
ABC01-02-0286	abc ～the first～	2003/03/30	通常問題	286	将棋の桂馬とよく似た動きをするチェスの駒の名前は何でしょう？	ナイト	
ABC01-02-0287	abc ～the first～	2003/03/30	通常問題	287	人道主義・理想主義を主張し、代表的な作家に武者小路実篤・志賀直哉・有島武郎などがいる、明治末期から大正時代にかけての文学の一派をなんと言うでしょう？	白樺派	
ABC01-02-0288	abc ～the first～	2003/03/30	通常問題	288	ボウリングで、3フレーム連続してストライクを出すことを何というでしょう?	ターキー	
ABC01-02-0289	abc ～the first～	2003/03/30	通常問題	289	セーターなどに見られる菱形の模様のことを、イギリスのある地方の名前から何というでしょう？	アーガイル	
ABC01-02-0290	abc ～the first～	2003/03/30	通常問題	290	栄養ドリンクの発売元で「リポビタンＤ」は大正製薬の製品ですが、「リゲイン」はどこの会社の製品でしょう？	三共製薬	
ABC01-02-0291	abc ～the first～	2003/03/30	通常問題	291	第二次大戦の激戦地アッツ島やキスカ島も含まれる、アメリカ・アラスカ州に属する約2700キロメートルの列島を何というでしょう？	アリューシャン列島	
ABC01-02-0292	abc ～the first～	2003/03/30	通常問題	292	歯の検査で使われるアルファベットで、虫歯をあらわすのはＣですが、歯槽膿漏をあらわすのは何でしょう？	Ｐ	
ABC01-02-0293	abc ～the first～	2003/03/30	通常問題	293	何かを言い終わってすぐのことを「舌の根も乾かぬ内」といいますが、徹底的に探すことを「何の根を分けても」というでしょう？	草の根を分けても	
ABC01-02-0294	abc ～the first～	2003/03/30	通常問題	294	基本は１点１円の価値があり、集めた金額分の学校設備品を購入することが出来る、教育設備助成運動のマークを図柄からなんというでしょう？	ベルマーク	
ABC01-02-0295	abc ～the first～	2003/03/30	通常問題	295	鎌倉時代や室町時代、武士や幕府の財政が逼迫した際に出された、すべての借金を棒引きにする政令は何でしょう？	徳政令	
ABC01-02-0296	abc ～the first～	2003/03/30	通常問題	296	大相撲で、平幕の力士が横綱を倒したときの勝星を何というでしょう？	金星	
ABC01-02-0297	abc ～the first～	2003/03/30	通常問題	297	正式な名前を「汗疱性白癬（かんぽうせいはくせん）」という、足の指の間やつめなどにできる、かゆみを伴うただれのことを俗に何というでしょう？	水虫	
ABC01-02-0298	abc ～the first～	2003/03/30	通常問題	298	フランス語での挨拶で、「こんにちは」はボンジュールですが、「こんばんは」は何というでしょう？	ボンソワール	
ABC01-02-0299	abc ～the first～	2003/03/30	通常問題	299	イヌイットが住まいとする、氷や雪のブロックを半球形に積み上げて作る家を何というでしょう？	イグルー	
ABC01-02-0300	abc ～the first～	2003/03/30	通常問題	300	名曲『アローハ・オエ』を作った、ハワイ王朝最後の女王といえば誰でしょう？	リリウォカラーニ	
ABC01-02-0301	abc ～the first～	2003/03/30	通常問題	301	ウサマ・ビンラディン氏の肉声録音テープを独占放送するなど、数多くのスクープで知られる、カタールのアラビア語衛星テレビ局といえば何でしょう？	アル・ジャジーラ	
ABC01-02-0302	abc ～the first～	2003/03/30	通常問題	302	多くの中で最も優れていることを、花札の役から何というでしょう？	光一（ぴかいち）	
ABC01-02-0303	abc ～the first～	2003/03/30	通常問題	303	「木曽路はすべて山の中である」という一文で始まる、島崎藤村の小説は何でしょう？	『夜明け前』	
ABC01-02-0304	abc ～the first～	2003/03/30	通常問題	304	テニスの発祥地はイギリスですが、ソフトテニスの発祥地はどこでしょう？	日本	
ABC01-02-0305	abc ～the first～	2003/03/30	通常問題	305	現代建築に大きな影響を与えた、1919年、グロピウスらによってワイマールに設立された国立総合造形学校を何というでしょう？	バウハウス	
ABC01-02-0306	abc ～the first～	2003/03/30	通常問題	306	需要と供給のバランスによる自動的な価格の調整を「神の見えざる手」と表現したイギリスの経済学者は誰でしょう？	アダム・スミス	
ABC01-02-0307	abc ～the first～	2003/03/30	通常問題	307	東京があるのは関東平野ですが、名古屋があるのは何平野でしょう？	濃尾平野	
ABC01-02-0308	abc ～the first～	2003/03/30	通常問題	308	犬の種類で、ブル、エアデール、ヨークシャーといえば、後ろにつく共通の言葉は何でしょう？	テリア	
ABC01-02-0309	abc ～the first～	2003/03/30	通常問題	309	心の憩いになる場所のことを、砂漠に水が湧き、草木が生える場所にちなんで何というでしょう？	オアシス	
ABC01-02-0310	abc ～the first～	2003/03/30	通常問題	310	チェスで、ゲーム開始時に４つの隅に置かれている駒は何でしょう？	ルーク	
ABC01-02-0311	abc ～the first～	2003/03/30	通常問題	311	子供のころから女性の足の指を折り曲げ、固定することによって大きくならないようにする、中国の古い風習のことを何というでしょう？	纏足	
ABC01-02-0312	abc ～the first～	2003/03/30	通常問題	312	野球で、審判がボールカウントを確認するために使う道具を何というでしょう？	インジケーター	
ABC01-02-0313	abc ～the first～	2003/03/30	通常問題	313	2003年２月14日に肺疾患で安楽死させられた、1996年に誕生した世界初のクローン羊の名前は何でしょう？	ドリー	
ABC01-02-0314	abc ～the first～	2003/03/30	通常問題	314	２００４年に発行される予定の新千円札に肖像画が描かれる細菌学者は誰でしょう？	野口英世	
ABC01-02-0315	abc ～the first～	2003/03/30	通常問題	315	ロシアのウスチ・クートからコムソモリスク・ナ・アムーレまで続く、「第２シベリア鉄道」とも呼ばれる鉄道を、「バイカル・アムール鉄道」を略して何というでしょう？	バム鉄道	
ABC01-02-0316	abc ～the first～	2003/03/30	通常問題	316	伝染病に感染してから発病するまでの期間を何というでしょう？	潜伏期間	
ABC01-02-0317	abc ～the first～	2003/03/30	通常問題	317	ディスクジョッキーがレコードを手で逆回しにすることや、ハンディキャップ０のゴルファーのことを指す言葉といえば何でしょう？	スクラッチ	
ABC01-02-0318	abc ～the first～	2003/03/30	通常問題	318	「スカイパーフェクＴＶ」などを総称して「ＣＳ放送」といいますが、この「ＣＳ」とは何という言葉の略でしょう？	コミュニケーションズ・サテライト	
ABC01-02-0319	abc ～the first～	2003/03/30	通常問題	319	ロプシー、モプシー、コットンテールという兄弟がいる、イギリスの作家ビアトリクス・ポターが生み出したウサギの名前は何でしょう？	ピーター・ラビット	
ABC01-02-0320	abc ～the first～	2003/03/30	通常問題	320	「おいらの姉さん」がその語源であるという、江戸時代に吉原などで男性を相手にした高級娼婦のことを何というでしょう？	花魁(ｵｲﾗﾝ)	
ABC01-02-0321	abc ～the first～	2003/03/30	通常問題	321	ミッキーマウスのガールフレンドはミニーマウスですが、ドナルドダッグの恋人といえば誰でしょう？	デイジーダック	
ABC01-02-0322	abc ～the first～	2003/03/30	通常問題	322	1985年の先進五カ国蔵相会議において、アメリカの貿易赤字是正のためドル高の修正を合意したことを、ニューヨークにあるホテルの名前から何合意というでしょう？	プラザ合意	
ABC01-02-0323	abc ～the first～	2003/03/30	通常問題	323	アフリカ大陸で最も南にある国は南アフリカ共和国ですが、最も北にある国はどこでしょう？	チュニジア	
ABC01-02-0324	abc ～the first～	2003/03/30	通常問題	324	コップに水をぎりぎりまで入れたときなどに見られる、液体がその表面積を小さくする為に働く力を何というでしょう？	表面張力	
ABC01-02-0325	abc ～the first～	2003/03/30	通常問題	325	物事が非常に差し迫っていることを、「尻に何がつく」というでしょう？	火	
ABC01-02-0326	abc ～the first～	2003/03/30	通常問題	326	麻雀の待ちで、一番多いのは何面待ちでしょう？	１３面	
ABC01-02-0327	abc ～the first～	2003/03/30	通常問題	327	一説ではとんちでおなじみの一休さんの父親であるともいわれている、第１００代の天皇といえば誰でしょう？	後小松天皇	
ABC01-02-0328	abc ～the first～	2003/03/30	通常問題	328	ビリヤードのナインボールで使う玉の数は何個でしょう？	１０個	
ABC01-02-0329	abc ～the first～	2003/03/30	通常問題	329	原子番号９９の元素にもその名を残す、「光電効果」「特殊相対性理論」などの業績で知られる科学者は誰でしょう？	アインシュタイン	
ABC01-02-0330	abc ～the first～	2003/03/30	通常問題	330	お昼ご飯が「ランチ」のときの晩ご飯は「ディナー」ですが、お昼ご飯が「ディナー」のときの晩ご飯は何というでしょう？	サパー	
ABC01-02-0331	abc ～the first～	2003/03/30	通常問題	331	三宅村、青ヶ島村、小笠原村といえば、どこの都道府県にある村でしょう？	東京都	
ABC01-02-0332	abc ～the first～	2003/03/30	通常問題	332	考案者の名前をとって名づけられた、タンゴの演奏には欠かせない、アコーディオンの一種である楽器は何でしょう？	バンドネオン	
ABC01-02-0333	abc ～the first～	2003/03/30	通常問題	333	無声映画のことをサイレントといいますが、音の出る映画のことを何というでしょう？	トーキー	
ABC01-02-0334	abc ～the first～	2003/03/30	通常問題	334	1996年、谷川浩司から王将のタイトルを奪取し、史上初めて将棋の七大タイトルを独占した棋士は誰でしょう？	羽生善治	
ABC01-02-0335	abc ～the first～	2003/03/30	通常問題	335	古代ギリシアの三大悲劇詩人と呼ばれるのは、ソフォクレス、エウリピデスと誰でしょう？	アイスキュロス	
ABC01-02-0336	abc ～the first～	2003/03/30	通常問題	336	現在のボウリングの原型である「ナインピンズ」を考案したといわれる、ドイツの宗教改革者といえば誰でしょう？	マルチン・ルター	
ABC01-02-0337	abc ～the first～	2003/03/30	通常問題	337	蚊の幼虫は「ボウフラ」といいますが、成長してさなぎになったものを何というでしょう？	オニボウフラ	
ABC01-02-0338	abc ～the first～	2003/03/30	通常問題	338	北朝鮮の核兵器開発を防ぐために設けられた「朝鮮半島エネルギー開発機構」をアルファベット４文字で何というでしょう？	ＫＥＤＯ	
ABC01-02-0339	abc ～the first～	2003/03/30	通常問題	339	日本に２８か所ある国立公園のうち、一番北に位置するのは何でしょう？	利尻礼文サロベツ国立公園	
ABC01-02-0340	abc ～the first～	2003/03/30	通常問題	340	「アメリカネリ」「オカレンコン」などの別名もあるアオイ科の野菜で、粘り気が特徴なのは何でしょう？	オクラ	
ABC01-02-0341	abc ～the first～	2003/03/30	通常問題	341	僅かなものでも一時凌ぎになるという事を、飲み物に喩えて「何も一時」というでしょう？	茶腹	
ABC01-02-0342	abc ～the first～	2003/03/30	通常問題	342	相手のもっているカードの中身は分かるが、自分のもっているカードが分からない状態でするポーカーのことを、「何ポーカー」というでしょう？	インディアンポーカー	
ABC01-02-0343	abc ～the first～	2003/03/30	通常問題	343	1598年に「ナントの勅令」を発布したフランスの国王といえば誰でしょう？	アンリ４世	
ABC01-02-0344	abc ～the first～	2003/03/30	通常問題	344	剣道で使われる竹刀は、割れた竹を何枚あわせたものでしょう？	４枚	
ABC01-02-0345	abc ～the first～	2003/03/30	通常問題	345	英語でスターフィッシュといえばヒトデですが、ジェリーフィッシュといえばどんな海の生きものでしょう？	クラゲ	
ABC01-02-0346	abc ～the first～	2003/03/30	通常問題	346	遺産相続で、相続人に法律上必ず残しておかなければならない一定の割合のことを何というでしょう？	遺留分	
ABC01-02-0347	abc ～the first～	2003/03/30	通常問題	347	毎年１月１５日に「山焼き」という伝統行事が催される、別名を「三笠山」という奈良県にある山は何でしょう？	若草山	
ABC01-02-0348	abc ～the first～	2003/03/30	通常問題	348	アメリカのジェミニ６号と７号が初めて成功した、人工衛星や宇宙船が宇宙空間で至近距離に接近することを何というでしょう？	ランデブー	
ABC01-02-0349	abc ～the first～	2003/03/30	通常問題	349	『ゴジラ』や『ウルトラマン』シリーズなどを生み出した、「特撮の父」と呼ばれている人物は誰でしょう？	円谷英二	
ABC01-02-0350	abc ～the first～	2003/03/30	通常問題	350	英語で、製品の製造業者を「メーカー」というのに対し、使用者を何というでしょう？	ユーザー	
ABC01-02-0351	abc ～the first～	2003/03/30	通常問題	351	本名は周樹人という、『阿Ｑ正伝』『故郷』などの作品で知られる中国の作家は誰でしょう？	魯迅（ろじん、ルーシュン）	
ABC01-02-0352	abc ～the first～	2003/03/30	通常問題	352	自動車を入れておく場所は車庫といいますが、飛行機を入れておく場所は何というでしょう？	格納庫	
ABC01-02-0353	abc ～the first～	2003/03/30	通常問題	353	テレビ東京系列のアニメ『ポケットモンスター』で、ピカチュウと共にポケモンマスターを目指して旅に出る主人公の名前は何でしょう？	サトシ	
ABC01-02-0354	abc ～the first～	2003/03/30	通常問題	354	合法的にお酒が飲めるのは２０歳からですが、自動車の運転ができるのは何歳からでしょう？	１８歳	
ABC01-02-0355	abc ～the first～	2003/03/30	通常問題	355	オーストラリアのノーザンテリトリーにあり、アボリジニの聖地としても知られる、巨大な１枚岩といえば何でしょう？	エアーズ・ロック	
ABC01-02-0356	abc ～the first～	2003/03/30	通常問題	356	コカコーラのライバルはペプシコーラですが、タンパク質を構成するアミノ酸の結合を「何」結合というでしょう？	ペプチド結合	
ABC01-02-0357	abc ～the first～	2003/03/30	通常問題	357	漢字で、山偏に上下と書くと「とうげ（峠）」と読みますが、衣偏に上下と書くと何と読むでしょう？	かみしも（裃）	
ABC01-02-0358	abc ～the first～	2003/03/30	通常問題	358	家を貸している人を大家というのに対し、借りている人のことを何というでしょう？	店子(たなご)	
ABC01-02-0359	abc ～the first～	2003/03/30	通常問題	359	1086年に白河上皇が初めて行った、天皇に代わって上皇や法皇が実際の政治を行うことを何というでしょう？	院政	
ABC01-02-0360	abc ～the first～	2003/03/30	通常問題	360	これまでにオリンピックが開催されたアジアの都市は、東京、札幌、長野と、どこでしょう？	ソウル	
ABC01-02-0361	abc ～the first～	2003/03/30	通常問題	361	別名を「コルニュの螺旋」という、ハンドルを一定の速さで切ることができ、操作しやすいことから、高速道路のカーブによく使われる曲線を何というでしょう？	クロソイドカーブ	
ABC01-02-0362	abc ～the first～	2003/03/30	通常問題	362	病気が日に日に少しずつ良くなる様子を「何を剥ぐよう」というでしょう？	薄紙	
ABC01-02-0363	abc ～the first～	2003/03/30	通常問題	363	日本の市町村で、草津市があるのは滋賀県ですが、草津町があるのはどこでしょう？	群馬県	
ABC01-02-0364	abc ～the first～	2003/03/30	通常問題	364	外国の歌手で、アンカ、サイモン、マッカートニーと言えば共通するファーストネームは何でしょう？	ポール	
ABC01-02-0365	abc ～the first～	2003/03/30	通常問題	365	日本では森繁久彌から西田敏行に引き継がれた、人気ミュージカル『屋根の上のヴァイオリン弾き』の主人公の名前は何でしょう？	テヴィエ	
ABC01-02-0366	abc ～the first～	2003/03/30	通常問題	366	パーティーなどでよく行なわれるゲームで、アメリカ人が「大当たり！」という時にも登場するものは何でしょう？	ビンゴ	
ABC01-02-0367	abc ～the first～	2003/03/30	通常問題	367	俳句は全部で１７文字からなりますが、短歌は全部で何文字からなるでしょう？	３１文字	
ABC01-02-0368	abc ～the first～	2003/03/30	通常問題	368	水泳の競泳競技において、短水路というときに使用されるプールの長さは何メートルでしょう?	25メートル	
ABC01-02-0369	abc ～the first～	2003/03/30	通常問題	369	正式には『凱風快晴』という、葛飾北斎の代表作『富嶽三十六景』に収められている有名な絵の通称は何でしょう？	『赤富士』	
ABC01-02-0370	abc ～the first～	2003/03/30	通常問題	370	本名を上田建二郎という、このほど政界引退を表明した日本共産党の議長といえば誰でしょう？	不破哲三	
ABC01-02-0371	abc ～the first～	2003/03/30	通常問題	371	大和市があるのは神奈川県、郡山市があるのは福島県ですが、大和郡山市があるのは何県でしょう？	奈良県	
ABC01-02-0372	abc ～the first～	2003/03/30	通常問題	372	被子植物のおしべの先端にある、花粉が入っている袋のことを何というでしょう？	やく	
ABC01-02-0373	abc ～the first～	2003/03/30	通常問題	373	ある人が得意としていることを、他の人がとってかわってやってのけてしまうことを、「何を奪う」というでしょう？	お株	
ABC01-02-0374	abc ～the first～	2003/03/30	通常問題	374	サラダなどによく用いられる、脱脂乳を用いて熟成させずに作る軟質チーズを何というでしょう？	カッテージチーズ	
ABC01-02-0375	abc ～the first～	2003/03/30	通常問題	375	日清戦争勝利後の日本に対して「三国干渉」を行った三つの国とは、ロシア、ドイツとどこでしょう？	フランス	
ABC01-02-0376	abc ～the first～	2003/03/30	通常問題	376	JRAのG1レースのうち、名前に「記念」という言葉が含まれるのは、安田記念、宝塚記念、有馬記念と、今日3月30日に中京競馬場で行われる「何記念」でしょう？	高松宮記念	
ABC01-02-0377	abc ～the first～	2003/03/30	通常問題	377	旧ユーゴスラビア中部のダルマチア地方に多く住んでいたため名づけられた、「１０１匹わんちゃん」でおなじみの犬の種類は何でしょう？	ダルメシアン	
