qid	competition	timestamp	section	number	original_question	original_answer	original_additional_info
QA20CAPR-1867	第1回AI王	2019/12/25	未使用問題	1867	殺人事件の被害者が、犯人を示す目的などで現場に残すメッセージを特に何というでしょう？	ダイイング・メッセージ	
QA20CAPR-1869	第1回AI王	2019/12/25	未使用問題	1869	パラグアイのものは、世界で唯一、裏と表が違うデザインであることで知られる、世界の国々が、自分の国を象徴するために掲げる旗を何というでしょう？	国旗	
QA20CAPR-1877	第1回AI王	2019/12/25	未使用問題	1877	喉に詰まっても呼吸ができるように穴があいた形をしている、ギリシア語で「車輪」という意味の言葉に由来する名を持つ、口の中で溶かして喉などの荒れを緩和する薬といえば何でしょう？	トローチ	
QA20CAPR-1881	第1回AI王	2019/12/25	未使用問題	1881	女性がされるとドキッとする行動だとされている、相手の逃げ場をなくすため、壁際に相手を追い詰めて、壁に腕をつく行為のことを何というでしょう？	壁ドン	
QA20CAPR-1883	第1回AI王	2019/12/25	未使用問題	1883	ドイツ語で「木のケーキ」という意味がある、文字通り木の年輪を模したケーキは何でしょう？	バウムクーヘン	
QA20CAPR-1887	第1回AI王	2019/12/25	未使用問題	1887	一寸法師が舟のかわりに使ったのはお椀ですが、舟を漕ぐのに使ったものは何でしょう？	箸	
QA20CAPR-1895	第1回AI王	2019/12/25	未使用問題	1895	漁獲するときに雷がよく鳴ることから「魚へんに雷」と書く、秋田名物として知られる魚は何でしょう？	ハタハタ	
QA20CAPR-1899	第1回AI王	2019/12/25	未使用問題	1899	2000年にシングル『ナンダカンダ』で歌手デビューし、紅白歌合戦にも出演したお笑い芸人は誰でしょう？	藤井隆	
QA20CAPR-1903	第1回AI王	2019/12/25	未使用問題	1903	小規模な醸造所で作られる独自のビールのことを、「工芸品」という意味の英語で何ビールというでしょう？	クラフトビール	
QA20CAPR-1909	第1回AI王	2019/12/25	未使用問題	1909	シャーロット、エミリー、アンの３人を指してこう呼ばれる、イギリスの女流作家姉妹といえば「何姉妹」でしょう？	ブロンテ姉妹	
QA20CAPR-1911	第1回AI王	2019/12/25	未使用問題	1911	スワヒリ語で「輝く山」という意味がある、タンザニアに位置するアフリカ大陸の最高峰は何でしょう？	キリマンジャロ	
QA20CAPR-1915	第1回AI王	2019/12/25	未使用問題	1915	近代日本に存在した５段階の爵位とは、公爵、侯爵、伯爵、子爵とあと一つは何でしょう？	男爵	
QA20CAPR-1919	第1回AI王	2019/12/25	未使用問題	1919	花見の弁当やおせち料理を入れる際に用いられる、縦に積み重ねた四角い箱を何というでしょう？	重箱	
QA20CAPR-1921	第1回AI王	2019/12/25	未使用問題	1921	上行、横行、下行、Ｓ状の４つに分けられる、盲腸、直腸とともに大腸を構成する体の一部は何でしょう？	結腸	
QA20CAPR-1923	第1回AI王	2019/12/25	未使用問題	1923	生涯に79回もの引っ越しをしたことでも有名な、『田園』『英雄』などで知られるドイツの作曲家といえば誰でしょう？	ルートヴィヒ・ヴァン・ベートーヴェン	
QA20CAPR-1925	第1回AI王	2019/12/25	未使用問題	1925	かかとが弱点であったギリシャ神話の人物の名が付いた、足のかかと付近にある腱を何というでしょう？	アキレス腱	
QA20CAPR-1929	第1回AI王	2019/12/25	未使用問題	1929	プロゴルファーのトミー・アーマーによって命名された、ゴルフなどのスポーツで、精神的影響から簡単な動きができなくなる症状を何というでしょう？	イップス	
QA20CAPR-1933	第1回AI王	2019/12/25	未使用問題	1933	アメリカやカナダ、ロシアなどで盛んにおこなわれている、氷のリンクの上でゴム製のパックを打ち合うスポーツは何でしょう？	アイスホッケー	
QA20CAPR-1939	第1回AI王	2019/12/25	未使用問題	1939	別名を「コルニュの螺旋」ともいう、高速道路などで良く見られる、ハンドルを一定の速度で切って曲がれるカーブのことを何というでしょう？	クロソイド曲線	
QA20CAPR-1941	第1回AI王	2019/12/25	未使用問題	1941	通称を銀閣寺という、室町幕府の8代将軍・足利義政により造営された、東山文化を代表する京都のお寺は何でしょう？	慈照寺	
QA20CAPR-1945	第1回AI王	2019/12/25	未使用問題	1945	ジャン・ヴァルジャンを主人公とする、フランスの作家ヴィクトル・ユーゴーの代表作は何でしょう？	レ・ミゼラブル	
QA20CAPR-1949	第1回AI王	2019/12/25	未使用問題	1949	プロ野球で、夜に行う試合を「ナイター」というのに対して、昼に行う試合を何というでしょう？	デーゲーム	
QA20CAPR-1955	第1回AI王	2019/12/25	未使用問題	1955	非常に多くの民族が住み、紛争が起きやすいことから「ヨーロッパの火薬庫」と呼ばれた半島は何でしょう？	バルカン半島	
QA20CAPR-1959	第1回AI王	2019/12/25	未使用問題	1959	雑誌「ヴォーグ」の表紙を飾るなど、2000年代まで第一線で活躍した黒人のスーパーモデルで、日本では久保田利伸とデュエットしたシングル『LA・LA・LA LOVE SONG』のヒットで知られるのは誰でしょう？	ナオミ・キャンベル	
QA20CAPR-1961	第1回AI王	2019/12/25	未使用問題	1961	国土地理院の地図において、日本で唯一「砂漠」の表記がある都道府県はどこでしょう？	東京都	
QA20CAPR-1967	第1回AI王	2019/12/25	未使用問題	1967	企業を取り仕切る「最高経営責任者」のことを、アルファベット3文字の略称で何というでしょう？	CEO	
QA20CAPR-1969	第1回AI王	2019/12/25	未使用問題	1969	大学時代から住んでいる仙台市を舞台にした作品を多く書いている、代表作に『重力ピエロ』や『ゴールデンスランバー』がある作家は誰でしょう？	伊坂幸太郎	
QA20CAPR-1973	第1回AI王	2019/12/25	未使用問題	1973	自動車が角を曲がるときの、前輪と後輪の通る轍の差のことを何というでしょう？	内輪差	
QA20CAPR-1997	第1回AI王	2019/12/25	未使用問題	1997	敷物の総称で、部屋全体に敷き詰めるものをカーペットというのに対し、部分敷きのものを何というでしょう？	ラグ	
QA20CAPR-2001	第1回AI王	2020/12/23	未使用問題	2001	日本の有名な仏像で、奈良の大仏が作られたのは奈良時代ですが、鎌倉の大仏が作られたのは何時代でしょう？	鎌倉時代	
QA20CAPR-2002	第1回AI王	2020/12/23	未使用問題	2002	『ニンテンドウオールスター！大乱闘スマッシュブラザーズ』や『ゼルダの伝説 時のオカリナ』といったソフトが人気を集めた、1996年に発売された任天堂の家庭用ゲーム機は何でしょう？	NINTENDO64	
QA20CAPR-2007	第1回AI王	2020/12/23	未使用問題	2007	戦時中に出征する兵士の無事を祈って、多くの女性が一枚の布に糸を縫い付けて送ったものを何というでしょう？	千人針	
QA20CAPR-2008	第1回AI王	2020/12/23	未使用問題	2008	道路や交通機関が混雑する時間帯を意味する言葉がタイトルとなっている、リーとカーターという２人の刑事の活躍を描いたブレット・ラトナー監督の映画は何でしょう？	ラッシュアワー (映画)	
QA20CAPR-2013	第1回AI王	2020/12/23	未使用問題	2013	アメリカでは「ハリス条約」とも呼ばれている、1858年に締結され、日本がアメリカに対し外国人居留地の設定や自由貿易の原則を認めた条約は何でしょう？	日米修好通商条約	
QA20CAPR-2017	第1回AI王	2020/12/23	未使用問題	2017	女性の下半身のラインのすらりとした美しさのことを、「脚」という字を使った漢字3文字の言葉で何というでしょう？	脚線美	
QA20CAPR-2019	第1回AI王	2020/12/23	未使用問題	2019	2018年に解散した、ギターボーカルの橋本絵莉子とベースの福岡晃子からなるロックバンドは何でしょう？	チャットモンチー	
QA20CAPR-2024	第1回AI王	2020/12/23	未使用問題	2024	「スポーツマンシップにのっとること」「正々堂々と戦うこと」などが述べられる、体育行事において選手が誓いの言葉を述べることを漢字４文字で何というでしょう？	選手宣誓	
QA20CAPR-2028	第1回AI王	2020/12/23	未使用問題	2028	実際には山村という苗字がある、ホラー映画『リング』に登場する幽霊は誰でしょう？	山村貞子	
QA20CAPR-2031	第1回AI王	2020/12/23	未使用問題	2031	もともとは「別嬪」の対語として出来た、化粧をしていない女性に対して使われる言葉は何でしょう？	すっぴん	
QA20CAPR-2033	第1回AI王	2020/12/23	未使用問題	2033	「田舎」という漢字を「だしゃ」と読んだことを語源とする説もある、「時代遅れ」や「かっこ悪い」などの意味で使われる俗語は何でしょう？	ダサい	
QA20CAPR-2034	第1回AI王	2020/12/23	未使用問題	2034	童話『ピノキオ』で、ピノキオが嘘をつくと伸びる身体の一部はどこでしょう？	鼻	
QA20CAPR-2036	第1回AI王	2020/12/23	未使用問題	2036	兵庫県の「岩津」、埼玉県の「深谷」、群馬県の「下仁田」といえばどんな野菜のブランドでしょう？	ネギ	
QA20CAPR-2037	第1回AI王	2020/12/23	未使用問題	2037	幕末に活躍した高杉晋作、木戸孝允、伊藤博文といえば、いずれも何藩出身の人物でしょう？	長州藩	
QA20CAPR-2044	第1回AI王	2020/12/23	未使用問題	2044	11の府県にまたがる国立公園の名前にもなっている、本州・四国・九州に囲まれた海は何でしょう？	瀬戸内海	
QA20CAPR-2047	第1回AI王	2020/12/23	未使用問題	2047	プトレマイオス５世が発布した法令の内容が３種類の言語で刻まれている、ヒエログリフ解読のきっかけとなった石を何というでしょう？	ロゼッタ・ストーン	
QA20CAPR-2050	第1回AI王	2020/12/23	未使用問題	2050	その作品の総称として「るーみっくわーるど」という言葉がある、『境界のRINNE』『犬夜叉』などの代表作がある漫画家は誰でしょう？	高橋留美子	
QA20CAPR-2057	第1回AI王	2020/12/23	未使用問題	2057	これまでに『SHIKIBU』や『KATOKU』といったシングルをリリースしている、ミュージシャン・池田貴史のソロプロジェクトである音楽ユニットは何でしょう？	レキシ	
QA20CAPR-2058	第1回AI王	2020/12/23	未使用問題	2058	ダンスロックバンド・DISH//ではリーダーを務めている、映画『君の膵臓をたべたい』に主演した俳優は誰でしょう？	北村匠海	
QA20CAPR-2061	第1回AI王	2020/12/23	未使用問題	2061	古い言葉で「えもんかけ」といったら、今でいう何のことでしょう？	ハンガー	
QA20CAPR-2067	第1回AI王	2020/12/23	未使用問題	2067	イタリア北部に位置するピエモンテ州の州都で、2006年には冬のオリンピックの開催地となったのはどこでしょう？	トリノ	
QA20CAPR-2069	第1回AI王	2020/12/23	未使用問題	2069	大阪の堺市とフィリピンのマニラにその銅像がある安土桃山時代の貿易商で、豊臣秀吉にも献上されたルソン壺でも知られる人物は誰でしょう？	呂宋助左衛門	
QA20CAPR-2076	第1回AI王	2020/12/23	未使用問題	2076	『近代麻雀』や『まんがライフ』などの雑誌を発行している、漫画『ポプテピピック』でその社屋が破壊されることでもおなじみの出版社はどこでしょう？	竹書房	
QA20CAPR-2079	第1回AI王	2020/12/23	未使用問題	2079	満ち足りている人は損になることはしないということを、「金持ち何せず」というでしょう？	喧嘩	
QA20CAPR-2087	第1回AI王	2020/12/23	未使用問題	2087	文芸誌の『群像』、ファッション誌の『ViVi』、写真週刊誌の『フライデー』、漫画雑誌の『週刊少年マガジン』といえば、いずれもどこの出版社の雑誌でしょう？	講談社	
QA20CAPR-2088	第1回AI王	2020/12/23	未使用問題	2088	甘いものが好きで、蜂蜜入りのお菓子を与えると前を通過できるとされている、ギリシャ神話に登場する３つの頭を持った地獄の番犬は何でしょう？	ケルベロス	
QA20CAPR-2096	第1回AI王	2020/12/23	未使用問題	2096	「老兵は死なず、ただ消え去るのみ」という名言でも知られる、第二次大戦後の日本に連合国軍の総司令官として派遣されたアメリカの軍人は誰でしょう？	ダグラス・マッカーサー	
QA20CAPR-2100	第1回AI王	2020/12/23	未使用問題	2100	青年海外協力隊の隊員としてトンガに赴任した経験を持つ、『ユートピア』『白ゆき姫殺人事件』『告白』などの代表作がある作家は誰でしょう？	湊かなえ	
QA20CAPR-2101	第1回AI王	2020/12/23	未使用問題	2101	東京都神田の「揚子江菜館」や仙台市の「龍亭」がその発祥地とされる、冷たい中華麺にキュウリ、ハム、錦糸卵などの具を合わせた料理は何でしょう？	冷やし中華	
QA20CAPR-2104	第1回AI王	2020/12/23	未使用問題	2104	「ヤンマの子」が略されたものとされている、トンボの幼虫を意味する言葉は何でしょう？	ヤゴ	
QA20CAPR-2105	第1回AI王	2020/12/23	未使用問題	2105	淡路島と四国との間に位置する、最大30ｍにもなる巨大な渦潮ができることで有名な海峡は何でしょう？	鳴門海峡	
QA20CAPR-2107	第1回AI王	2020/12/23	未使用問題	2107	「サトシ・ナカモト」と名乗る人物が発表した論文をもとに作られた、アルファベット３文字で「BTC」とあらわされる仮想通貨は何でしょう？	ビットコイン	
QA20CAPR-2111	第1回AI王	2020/12/23	未使用問題	2111	イギリスのコーラル、ラドブルックス、ウィリアムヒルが「３大」と称される、スポーツや芸能などあらゆるものを対象に賭けを行う業者を何というでしょう？	ブックメーカー	
QA20CAPR-2115	第1回AI王	2020/12/23	未使用問題	2115	岩手県で発見された昆虫の化石「クジベローサ・テルユキイ」の学名の由来となった、昆虫好きとしても有名な俳優は誰でしょう？	香川照之	
QA20CAPR-2119	第1回AI王	2020/12/23	未使用問題	2119	「ロス・オブ・コンタクト」「ベント・ニー」という２種類の反則がある、決して走らずに長い距離を踏破する陸上競技は何でしょう？	競歩	
QA20CAPR-2120	第1回AI王	2020/12/23	未使用問題	2120	「ロンドン型」と「ロサンゼルス型」に分類される、大気汚染物質により見通しが悪くなった状態のことを、英語の「煙」と「霧」の合成語で何というでしょう？	スモッグ	
QA20CAPR-2123	第1回AI王	2020/12/23	未使用問題	2123	驚くときには「飛び出る」といわれ、ずうずうしい人は「毛が生えている」といわれる体の一部分はどこでしょう？	心臓	
QA20CAPR-2126	第1回AI王	2020/12/23	未使用問題	2126	オランダ船リーフデ号が日本に漂着、イギリスが東インド会社を設立、関ヶ原の戦い勃発といえばいずれも西暦何年のこと？	1600年	
QA20CAPR-2128	第1回AI王	2020/12/23	未使用問題	2128	毎年春に開催される桜まつりでは、戦国時代の兵士に扮した人間を駒とした「人間将棋」が行われている、将棋の駒の生産で有名な山形県の都市はどこでしょう？	天童市	
QA20CAPR-2131	第1回AI王	2020/12/23	未使用問題	2131	大河ドラマ『西郷どん』では錦戸亮が演じた、1885年に日本の初代海軍大臣に就任した、西郷隆盛の弟である政治家は誰でしょう？	西郷従道	
QA20CAPR-2132	第1回AI王	2020/12/23	未使用問題	2132	ローマ神話のディアナと同一視されるギリシャ神話の女神で、月や狩猟を司り、アポロンの双子の妹であるのは誰でしょう？	アルテミス	
QA20CAPR-2134	第1回AI王	2020/12/23	未使用問題	2134	ギターの菊地英昭、ドラムの菊地英二の兄弟に、ベースの廣瀬洋一、ボーカルの吉井和哉を加えた４人からなる、代表曲に『JAM』『楽園』などがある日本のロックバンドは何でしょう？	THE YELLOW MONKEY	
QA20CAPR-2140	第1回AI王	2020/12/23	未使用問題	2140	モジャモジャの赤毛とそばかすだらけの顔が特徴の少年フランソワ・ルピックを主人公とする、ジュール・ルナールの小説は何でしょう？	にんじん (小説)	
QA20CAPR-2142	第1回AI王	2020/12/23	未使用問題	2142	「免疫チェックポイント阻害因子の発見とがん治療への応用」により、2018年のノーベル生理学・医学賞を受賞した、日本の医学者は誰でしょう？	本庶佑	
QA20CAPR-2143	第1回AI王	2020/12/23	未使用問題	2143	略称を「アド街」という、毎週さまざまな「街」の名所や名物を取り上げるテレビ東京系のバラエティ番組は何でしょう？	出没!アド街ック天国	
QA20CAPR-2153	第1回AI王	2020/12/23	未使用問題	2153	2017年12月から2018年６月まで国際宇宙ステーションでの滞在ミッションを行っていた、防衛医科大学校出身の日本人宇宙飛行士は誰でしょう？	金井宣茂	
QA20CAPR-2157	第1回AI王	2020/12/23	未使用問題	2157	人工的に作られた斜面を自分の体重によって滑降する、公園によく置いてある遊具は何でしょう？	すべり台	
QA20CAPR-2158	第1回AI王	2020/12/23	未使用問題	2158	津本陽の小説『巨人伝』にその生涯が描かれている、和歌山県で粘菌や民俗学の研究をおこなった生物学者は誰でしょう？	南方熊楠	
QA20CAPR-2159	第1回AI王	2020/12/23	未使用問題	2159	航空会社のAIRDOが本社を置く都道府県はどこでしょう？	北海道	
QA20CAPR-2160	第1回AI王	2020/12/23	未使用問題	2160	581年に楊堅によって建国され、618年に滅亡した中国の王朝は何でしょう？	隋	
QA20CAPR-2163	第1回AI王	2020/12/23	未使用問題	2163	通信機器メーカーの華為技術の本社がある国はどこでしょう？	中華人民共和国	
QA20CAPR-2166	第1回AI王	2020/12/23	未使用問題	2166	1954年にイタリア人のアルディト・デジオが率いる登山隊によって初登頂された、世界で２番目に高い山は何でしょう？	K2	
QA20CAPR-2168	第1回AI王	2020/12/23	未使用問題	2168	アメリカの漫画などで、寝ている人のいびきを表現する際に書かれる３文字のアルファベットは何でしょう？	ZZZ	
QA20CAPR-2169	第1回AI王	2020/12/23	未使用問題	2169	肺結核により20代半ばの若さで亡くなった、新選組の一番隊組長は誰でしょう？	沖田総司	
QA20CAPR-2171	第1回AI王	2020/12/23	未使用問題	2171	ともに1970年代にデビューし「Ｗ村上」と称された小説家とは、『風の歌を聴け』を書いた村上春樹と、『限りなく透明に近いブルー』を書いた誰でしょう？	村上龍	
QA20CAPR-2173	第1回AI王	2020/12/23	未使用問題	2173	『I was born』などで知られる詩人の「弘」と、『君たちはどう生きるか』の著者であるジャーナリストの「源三郎」に共通する苗字は何でしょう？	吉野	
QA20CAPR-2179	第1回AI王	2020/12/23	未使用問題	2179	慣用句で、相手の話をさえぎって邪魔をすることを、ある体の一部を使って「話の何を折る」というでしょう？	腰	
QA20CAPR-2181	第1回AI王	2020/12/23	未使用問題	2181	元素記号で、 「Ar」はアルゴンですが、「Ra」は何という元素でしょう？	ラジウム	
QA20CAPR-2182	第1回AI王	2020/12/23	未使用問題	2182	俳句において「小春日和」とは、いつの季語でしょう？	冬	
QA20CAPR-2183	第1回AI王	2020/12/23	未使用問題	2183	自身の作品にちなむ東京・吉祥寺の「まことちゃんハウス」でも話題となった、他の代表作に『漂流教室』などがある漫画家は誰でしょう？	楳図かずお	
QA20CAPR-2186	第1回AI王	2020/12/23	未使用問題	2186	プリンターにおける印字用の帯状のテープ、新体操で用いる手具、髪の毛を結ぶためのひもに共通する呼び名は何でしょう？	リボン	
QA20CAPR-2187	第1回AI王	2020/12/23	未使用問題	2187	女優の川栄李奈や前田敦子などがかつて所属していた、東京の秋葉原を拠点に活動するアイドルグループは何でしょう？	AKB48	
QA20CAPR-2188	第1回AI王	2020/12/23	未使用問題	2188	南アメリカ大陸にある国のうち、ブラジル、アルゼンチンに次いで面積が３番目に大きい国はどこでしょう？	ペルー	
QA20CAPR-2189	第1回AI王	2020/12/23	未使用問題	2189	英語では「ヨーヨークラブ」という、サッカーなどで、上部リーグへの昇格と下部リーグへの降格を繰り返すクラブのことを、ある乗り物に例えて何というでしょう？	エレベータークラブ	
QA20CAPR-2190	第1回AI王	2020/12/23	未使用問題	2190	韓国の食品会社・農心が販売する、同国の代表的なインスタントラーメンブランドは何でしょう？	辛ラーメン	
QA20CAPR-2191	第1回AI王	2020/12/23	未使用問題	2191	タレントの生駒里奈、壇蜜、佐々木希といった美女に共通する出身都道府県は、日本三大美人の地にも数えられるどこでしょう？	秋田県	
QA20CAPR-2192	第1回AI王	2020/12/23	未使用問題	2192	マスクの「超立体マスク」「超快適マスク」を共に販売している企業はどこでしょう？	ユニ・チャーム	
QA20CAPR-2194	第1回AI王	2020/12/23	未使用問題	2194	その名前に反し、紙やヤシなどの繊維で作られたものもこう呼ばれることがある、英語では「ストローハット」という夏の風物詩は何でしょう？	麦わら帽子	
QA20CAPR-2195	第1回AI王	2020/12/23	未使用問題	2195	漢字の部首、料理に用いる液体状の調味料、剣道の防具から連想される、かな2文字の言葉は何でしょう？	タレ	
QA20CAPR-2196	第1回AI王	2020/12/23	未使用問題	2196	戊辰戦争の発端となった、1868年に起こり、明治新政府軍が江戸幕府軍に対して大勝利をおさめた戦いを、舞台となった京都の地名を２つ使って何の戦いというでしょう？	鳥羽・伏見の戦い	
QA20CAPR-2202	第1回AI王	2020/12/23	未使用問題	2202	８世紀から９世紀にかけて作られたとされ、1814年にイギリス人のラッフルズらによってジャングルの地中から発見された、インドネシアのジャワ島に存在する世界最大級の仏教遺跡は何でしょう？	ボロブドゥール遺跡	
QA20CAPR-2203	第1回AI王	2020/12/23	未使用問題	2203	関西では四角形、関東では五角形のものが主流である、神社や寺院に参拝する際に願い事を書いて奉納する木の板のことを何というでしょう？	絵馬	
QA20CAPR-2208	第1回AI王	2020/12/23	未使用問題	2208	元々は江戸時代に子供の間で流行った、相手の手の甲を交互につまみ、手を繰り返し重ねていく遊びのことで、現在では両者が同じような行動を繰り返していつまでも決着がつかないさまをいうようになった言葉は何でしょう？	いたちごっこ	
QA20CAPR-2210	第1回AI王	2020/12/23	未使用問題	2210	一般的には人差し指と中指の間に挟んで投げる、野茂英雄や佐々木主浩などがその使い手として知られた、野球における変化球の一種は何でしょう？	フォークボール	
QA20CAPR-2213	第1回AI王	2020/12/23	未使用問題	2213	一度目が覚めても起き上がらずに再び眠りに入ることを、一般に何というでしょう？	二度寝	
QA20CAPR-2215	第1回AI王	2020/12/23	未使用問題	2215	人気音楽ユニット・DREAMS COME TRUEの中村正人がメインで担当している楽器は何でしょう？	ベース (弦楽器)	
QA20CAPR-2221	第1回AI王	2020/12/23	未使用問題	2221	幕末の大老・井伊直弼は、何藩の藩主だったでしょう？	彦根藩	
QA20CAPR-2222	第1回AI王	2020/12/23	未使用問題	2222	パー３のコースでのイーグルにより達成するケースがほとんどである、ゴルフにおいて１打目で直接カップインすることを何というでしょう？	ホールインワン	
QA20CAPR-2224	第1回AI王	2020/12/23	未使用問題	2224	「タコパ」といえば、普通何を食べるパーティのことでしょう？	たこ焼き	
QA20CAPR-2232	第1回AI王	2020/12/23	未使用問題	2232	おならの体積のうち、もっとも多くを占める気体は何でしょう？	窒素	
QA20CAPR-2233	第1回AI王	2020/12/23	未使用問題	2233	一般に、「芸術の都」と呼ばれる都市はパリですが、「音楽の都」と呼ばれるオーストリアの首都はどこでしょう？	ウィーン	
QA20CAPR-2235	第1回AI王	2020/12/23	未使用問題	2235	牛乳をベースとした「ニューイングランド風」、トマトをベースとした「ニューヨーク風」などがある、二枚貝を具としたアメリカのスープ料理は何でしょう？	クラムチャウダー	
QA20CAPR-2243	第1回AI王	2020/12/23	未使用問題	2243	「鉄子」「鉄ちゃん」「鉄オタ」といえば、どんなもののファンを意味する言葉でしょう？	鉄道	
QA20CAPR-2246	第1回AI王	2020/12/23	未使用問題	2246	野球のスコアボードで、「Ｈ」が表すのはヒットですが、「Ｅ」が表すのは何でしょう？	エラー	
QA20CAPR-2250	第1回AI王	2020/12/23	未使用問題	2250	遊園地などの年間チケットもこう呼ぶことがある、一般的には国外に渡航する際に必要な旅券のことを英語で何というでしょう？	パスポート	
QA20CAPR-2251	第1回AI王	2020/12/23	未使用問題	2251	織田信秀の嫡男として生まれた、豊臣秀吉、徳川家康とともに「三英傑」に数えられる戦国大名は誰でしょう？	織田信長	
QA20CAPR-2256	第1回AI王	2020/12/23	未使用問題	2256	英語で、メスは「ピーヘン」、オスは「ピーコック」と呼び分けられる鳥は何でしょう？	クジャク	
QA20CAPR-2259	第1回AI王	2020/12/23	未使用問題	2259	白いボールを使うスポーツは色々ありますが、「白球を追う」といえば普通どんなスポーツをする様子を表しているでしょう？	野球	
QA20CAPR-2262	第1回AI王	2020/12/23	未使用問題	2262	英語で「アストロノマー」といえば天文学者を意味しますが、「アストロノート」といえばどんな職業を意味するでしょう？	宇宙飛行士	
QA20CAPR-2264	第1回AI王	2020/12/23	未使用問題	2264	サッカーなどの試合で、選手と共に入場する子供のことを何というでしょう？	エスコートキッズ	
QA20CAPR-2267	第1回AI王	2020/12/23	未使用問題	2267	代表作に娘をモデルとした『麗子肖像』や『麗子微笑』などがある、日本を代表する洋画家は誰でしょう？	岸田劉生	
QA20CAPR-2268	第1回AI王	2020/12/23	未使用問題	2268	バラエティイベントの「ダイナマイト関西」、ウェブサイトの「bokete」、テレビ番組の「IPPONグランプリ」といえば、お笑いのネタの中でも特に何に特化したコンテンツでしょう？	大喜利	
QA20CAPR-2271	第1回AI王	2020/12/23	未使用問題	2271	現在のインドやオーストラリア、南極、南米、アフリカの各大陸などで構成されていたという、プレートテクトニクス理論において、古生代から中生代にかけて南半球に広がっていたと考えられる超大陸を何というでしょう？	ゴンドワナ大陸	
QA20CAPR-2273	第1回AI王	2020/12/23	未使用問題	2273	大正時代に「三大洋食」と呼ばれた食べ物とは、とんかつ、コロッケと何でしょう？	カレーライス	
QA20CAPR-2275	第1回AI王	2020/12/23	未使用問題	2275	将棋の８大タイトル戦の中で、王様の「王」という字がつかない二つといえば、名人戦と何でしょう？	棋聖戦 (将棋)	
QA20CAPR-2276	第1回AI王	2020/12/23	未使用問題	2276	日本語で「恩恵改革」とも呼ばれる、ギュルハネ勅令の発布からミドハト憲法の制定までの、オスマン帝国の一連の近代化政策のことを何というでしょう？	タンジマート	
QA20CAPR-2277	第1回AI王	2020/12/23	未使用問題	2277	カロリング朝を開いた小ピピンの子で、初代神聖ローマ皇帝ともされているのは誰でしょう？	カール大帝	
QA20CAPR-2278	第1回AI王	2020/12/23	未使用問題	2278	源氏物語・第34帖に収められた巻で、全54帖のうち唯一上下に分かれているのは何でしょう？	若菜 (源氏物語)	
QA20CAPR-2279	第1回AI王	2020/12/23	未使用問題	2279	別名をスリカータといい、周囲にいる外敵の警戒を目的として後ろ足で立ち上がる姿も印象的な、アフリカ大陸南部に主に生息するマングース科の動物は何でしょう？	ミーアキャット	
QA20CAPR-2282	第1回AI王	2020/12/23	未使用問題	2282	釣り好きな会社員・浜崎伝助を主人公とする、映画化もされた人気漫画は何でしょう？	釣りバカ日誌	
QA20CAPR-2292	第1回AI王	2020/12/23	未使用問題	2292	時速165kmという、日本プロ野球の歴代最速投球記録を持っている人物は誰でしょう？	大谷翔平	
QA20CAPR-2299	第1回AI王	2020/12/23	未使用問題	2299	ソチ五輪、平昌五輪における活躍などが評価され、2018年に国民栄誉賞を受賞したスポーツ選手は誰でしょう？	羽生結弦	
QA20CAPR-2301	第1回AI王	2020/12/23	未使用問題	2301	本名を神田紘爾というシンガーソングライターで、中村雅俊の『俺たちの旅』、梅澤富美男の『夢芝居』、布施明の『シクラメンのかほり』、美空ひばりの『愛燦燦』などを作詞作曲したのは誰でしょう？	小椋佳	
QA20CAPR-2304	第1回AI王	2020/12/23	未使用問題	2304	葉加瀬太郎が演奏する同名のテーマ曲も有名な、TBS系列で毎週日曜日に放送されているドキュメンタリー番組は何でしょう？	情熱大陸	
QA20CAPR-2310	第1回AI王	2020/12/23	未使用問題	2310	古い言葉では「みずかね」とも呼ばれた、常温で液体の形をとる金属は何でしょう？	水銀	
QA20CAPR-2311	第1回AI王	2020/12/23	未使用問題	2311	女性として初めてその地位についたのはハトシェプストである、古代エジプトで君主に与えられた称号は何でしょう？	ファラオ	
QA20CAPR-2313	第1回AI王	2020/12/23	未使用問題	2313	格闘ゲームの用語で、「コマ投げ」の「コマ」とは何という言葉の略でしょう？	コマンド (コンピュータ)	
QA20CAPR-2314	第1回AI王	2020/12/23	未使用問題	2314	テレビ番組『笑点』の大喜利において、面白い回答をすると与えられるものは何でしょう？	座布団	
QA20CAPR-2320	第1回AI王	2020/12/23	未使用問題	2320	ワイナ・カパックやアタワルパなどの王がいた、15～16世紀の南米に築かれた国は何でしょう？	インカ帝国	
QA20CAPR-2321	第1回AI王	2020/12/23	未使用問題	2321	包丁やなたを持って「悪い子はいねがー」といいながら家々を練り歩く、秋田県・男鹿半島の伝統行事は何でしょう？	なまはげ	
QA20CAPR-2322	第1回AI王	2020/12/23	未使用問題	2322	キャンドゥ、セリア、ダイソーなどに代表される、商品の価格を原則としてある数字に揃えた小売店を一般に何というでしょう？	100円ショップ	
QA20CAPR-2325	第1回AI王	2020/12/23	未使用問題	2325	華屋与兵衛、ココス、はま寿司、ビッグボーイ、すき家といった多くの外食チェーンを傘下に持っている、日本の持株会社は何でしょう？	ゼンショー	
QA20CAPR-2330	第1回AI王	2020/12/23	未使用問題	2330	日本の市町村の中で唯一宗教団体の名前が付けられている、奈良県の市はどこでしょう？	天理市	
